"Countryres","Age","Gender","Kids","Edu","WorkStatus","AnnualIncome","CurrentOccup","Timeinposyr","Timeinposmn","Communitysize","MaritalStatus","Numsons","Numdaughters","DP1","DP2","DP3","DP4","DP5","AIP1","AIP2","AIP3","AIP4","AIP5","AIP6","AIP7","AIP8","AIP9","AIP10","AIP11","AIP12","AIP13","AIP14","AIP15","GP1","GP2","GP3","GP4","GP5","GP6","GP7","GP8","GP9","GP10","GP11","GP12","GP13","GP14","GP15","GP16","GP17","GP18","GP19","GP20","SWLS1","SWLS2","SWLS3","SWLS4","SWLS5","UCONSPRO","OTHCONSPRO","dpmean","aipmean","gpmean","swlsmean","Rank","RankChng","HDI","HDICHNG","HDICAT"
"United States",24,"Female","No Kids","deg","full-time",35000,"",0,6,"Village","Single","0",0,4,5,4,3,3,1,3,5,5,3,4,5,4,5,4,1,4,1,5,4,4,2,1,5,2,1,4,3,5,1,2,3,1,1,4,5,5,1,1,3,3,3,4,4,1,"yes","no",3.8,3.6,2.7,3,"10","(1)",0.92,"0.002","Very High"
"United States",37.5,"Female","No Kids","ma","student",25000,"",3,0,"Large Town","Single","0",0,2,2,4,2,2,1,1,2,1,3,1,1,1,1,3,2,2,2,1,3,3,2,2,2,1,4,3,3,2,1,4,3,1,3,2,2,3,3,2,3,4,5,4,3,1,"no","no",2.4,1.66666666666667,2.45,3.4,"10","(1)",0.92,"0.002","Very High"
"United States",55,"Female","Yes Kids","ma","full-time",55000,"",1,3,"Medium-Sized","Divorced","2",0,3,4,5,3,3,5,4,3,5,3,2,3,3,1,2,5,3,5,2,5,4,2,2,4,5,2,4,4,4,4,2,4,5,5,4,4,4,3,3,3,1,2,1,1,2,"yes","no",3.6,3.4,3.6,1.4,"10","(1)",0.92,"0.002","Very High"
"United States",37.5,"Male","Yes Kids","deg","full-time",67500,"",6,0,"Large Town","Married","0",1,4,4,4,4,4,5,2,2,4,2,3,5,4,4,5,4,4,5,4,5,5,4,4,4,5,4,4,4,4,4,4,4,5,4,5,5,5,4,1,4,3,3,2,3,2,"yes","yes",4,3.86666666666667,4.15,2.6,"10","(1)",0.92,"0.002","Very High"
"United States",45,"Male","Yes Kids","ma","full-time",87500,"",12,5,"Small Town","Married","1",1,2,2,2,1,1,1,1,5,3,2,5,3,2,1,1,1,2,3,1,1,1,1,3,1,1,2,1,1,1,2,4,2,2,2,3,3,1,2,1,2,5,5,5,5,4,"no","no",1.6,2.13333333333333,1.8,4.8,"10","(1)",0.92,"0.002","Very High"
"United States",24,"Female","No Kids","deg","full-time",25000,"",2,4,"Small Town","Single","0",0,3,4,5,3,3,2,4,5,4,4,2,5,4,4,4,5,2,4,5,4,4,4,3,4,3,5,3,4,4,2,3,4,2,4,5,4,4,4,4,4,2,3,2,2,1,"yes","yes",3.6,3.86666666666667,3.7,2,"10","(1)",0.92,"0.002","Very High"
"United States",45,"Female","Yes Kids","ma","full-time",87500,"",0,0,"Rural/Country","Married","3",0,2,2,2,3,3,1,1,4,3,3,3,2,4,2,4,4,2,3,1,5,4,3,2,3,3,3,3,3,4,2,4,4,3,3,4,3,2,4,4,5,3,3,2,3,3,"yes","no",2.4,2.8,3.3,2.8,"10","(1)",0.92,"0.002","Very High"
"United States",55,"Male","Yes Kids","ltuni","full-time",150000,"",0,5,"Small Town","Married","1",1,1,1,3,1,1,1,1,3,2,1,2,2,2,1,3,4,1,2,1,1,2,1,2,1,2,2,3,2,4,2,2,3,1,1,2,2,1,2,4,3,4,4,4,4,3,"yes","no",1.4,1.8,2.1,3.8,"10","(1)",0.92,"0.002","Very High"
"United States",28,"Male","No Kids","deg","full-time",45000,"",1,2,"Village","Single","0",0,4,5,3,4,4,2,2,5,2,4,1,4,3,5,4,5,2,2,1,5,5,3,2,5,3,2,5,4,4,5,4,4,4,3,4,3,3,5,5,5,3,4,4,2,1,"yes","yes",4,3.13333333333333,3.9,2.8,"10","(1)",0.92,"0.002","Very High"
"United States",37.5,"Male","No Kids","deg","full-time",45000,"",0,0,"Village","Single","0",0,4,5,5,4,4,1,3,1,3,4,4,5,2,2,4,4,1,5,1,5,5,1,3,3,4,4,4,3,4,1,1,4,2,5,3,4,4,3,5,5,2,3,2,2,1,"yes","yes",4.4,3,3.4,2,"10","(1)",0.92,"0.002","Very High"
"United States",45,"Female","Yes Kids","deg","full-time",87500,"",2,1,"Small Town","Single","0",1,3,3,3,3,3,2,2,2,3,4,4,3,4,3,4,2,3,1,4,3,4,2,1,4,3,3,4,3,4,3,4,5,4,1,4,4,3,4,5,4,4,4,4,4,2,"yes","yes",3,2.93333333333333,3.45,3.6,"10","(1)",0.92,"0.002","Very High"
"United States",28,"Male","Yes Kids","phd","full-time",150000,"",3,0,"Small Town","Married","1",2,3,3,5,2,2,3,3,2,4,3,4,4,4,2,3,4,4,4,3,5,5,3,3,3,4,3,5,4,5,4,3,4,3,4,4,4,4,4,5,4,5,5,5,5,2,"yes","yes",3,3.46666666666667,3.9,4.4,"10","(1)",0.92,"0.002","Very High"
"United States",19,"Female","No Kids","ltuni","student",NA,"",0,1,"Large Town","Single","0",0,1,1,1,1,1,1,1,1,2,2,1,5,2,1,2,2,1,4,1,1,2,1,1,2,2,2,2,3,3,1,1,2,1,1,3,3,1,3,3,3,2,3,2,2,1,"yes","yes",1,1.8,2,2,"10","(1)",0.92,"0.002","Very High"
"United States",37.5,"Male","Yes Kids","ltuni","full-time",15000,"",1,9,"Village","Divorced","1",2,1,1,1,1,1,3,1,2,1,3,2,1,1,2,2,3,1,4,1,1,3,1,2,1,3,2,3,2,3,1,1,1,2,3,1,4,4,1,2,2,4,3,4,4,4,"no","no",1,1.86666666666667,2.1,3.8,"10","(1)",0.92,"0.002","Very High"
"United States",22,"Male","No Kids","high","part-time",35000,"",1,0,"Medium-Sized","Single","0",0,5,4,4,5,5,4,4,3,5,4,2,5,4,5,5,3,4,4,4,4,4,3,4,4,4,4,3,1,3,3,4,5,4,3,4,3,3,4,5,4,3,3,2,2,1,"yes","yes",4.6,4,3.6,2.2,"10","(1)",0.92,"0.002","Very High"
"United States",55,"Male","No Kids","ma","full-time",250000,"",0,0,"Large Town","Single","0",0,2,3,4,2,2,1,1,4,1,3,1,4,4,3,3,2,2,3,1,2,3,2,3,2,1,2,3,4,4,1,2,4,1,4,4,4,3,3,2,2,3,4,4,4,3,"yes","yes",2.6,2.33333333333333,2.7,3.6,"10","(1)",0.92,"0.002","Very High"
"United States",37.5,"Male","Yes Kids","lthigh","full-time",55000,"",8,6,"Medium-Sized","Married","0",1,3,2,2,2,5,1,1,5,1,4,1,3,3,2,2,2,2,2,1,5,4,1,2,1,4,2,2,3,3,1,4,3,1,2,4,4,4,4,3,4,3,3,3,3,2,"yes","yes",2.8,2.33333333333333,2.8,2.8,"10","(1)",0.92,"0.002","Very High"
"United States",25,"Female","No Kids","high","student",15000,"",4,6,"Village","Single","0",0,4,3,3,1,1,1,1,1,2,3,5,1,4,2,2,3,1,3,1,3,5,1,1,5,3,3,3,4,5,1,3,3,1,1,2,1,2,4,5,2,4,4,4,4,4,"yes","no",2.4,2.2,2.75,4,"10","(1)",0.92,"0.002","Very High"
"United States",32.5,"Female","No Kids","ma","full-time",87500,"",1,0,"Small Town","Married","0",0,1,3,3,2,2,2,2,3,4,2,1,1,3,1,1,4,4,3,3,2,2,2,2,4,3,5,3,3,2,3,3,3,2,2,3,3,2,3,2,4,3,3,3,3,3,"yes","no",2.2,2.4,2.8,3,"10","(1)",0.92,"0.002","Very High"
"United States",55,"Female","No Kids","ma","part-time",35000,"",0,0,"Rural/Country","Married","0",0,2,3,1,2,1,4,1,5,3,2,4,2,2,3,2,1,1,1,2,4,5,1,3,5,4,3,5,3,5,1,1,4,4,2,5,4,1,4,5,1,3,4,2,4,1,"yes","yes",1.8,2.46666666666667,3.3,2.8,"10","(1)",0.92,"0.002","Very High"
"United States",19,"Male","No Kids","ltuni","student",NA,"",0,1,"Small Town","Single","0",0,5,4,3,3,3,1,3,4,4,5,4,4,4,4,4,3,4,3,3,5,4,4,2,3,3,2,4,3,3,3,3,3,2,3,4,3,4,4,4,4,4,5,5,5,5,"yes","yes",3.6,3.66666666666667,3.25,4.8,"10","(1)",0.92,"0.002","Very High"
"United States",28,"Female","No Kids","grade","full-time",55000,"",5,0,"Small Town","Single","0",0,2,2,1,1,1,1,2,3,3,2,1,3,2,2,3,3,3,4,3,2,3,3,3,4,3,2,3,2,3,4,4,3,1,2,4,4,4,2,2,2,3,5,4,5,3,"no","no",1.4,2.46666666666667,2.9,4,"10","(1)",0.92,"0.002","Very High"
"United States",25,"Female","No Kids","ltuni","student",15000,"",8,0,"Small Town","Single","0",0,3,4,3,1,1,1,1,2,1,5,1,1,3,1,3,4,1,3,1,3,4,1,3,2,3,4,3,3,4,1,4,4,3,4,3,3,3,4,2,3,2,3,1,3,3,"yes","yes",2.4,2.06666666666667,3.05,2.4,"10","(1)",0.92,"0.002","Very High"
"United States",45,"Female","Yes Kids","high","full-time",45000,"",0,0,"Village","Married","1",0,3,2,2,2,2,1,5,5,5,4,2,5,3,4,5,2,5,1,5,4,4,3,3,5,3,5,3,2,4,5,2,3,1,5,4,5,2,5,5,5,4,4,4,5,4,"yes","yes",2.2,3.73333333333333,3.7,4.2,"10","(1)",0.92,"0.002","Very High"
"United States",55,"Male","No Kids","ma","full-time",25000,"",14,0,"Rural/Country","Divorced","0",0,4,4,4,4,4,3,1,2,2,5,3,4,4,4,5,3,1,3,1,5,5,3,2,1,2,2,4,3,4,3,3,4,4,1,4,4,4,4,3,3,1,1,1,1,1,"yes","yes",4,3.06666666666667,3.15,1,"10","(1)",0.92,"0.002","Very High"
"United States",37.5,"Female","Yes Kids","deg","full-time",87500,"",14,0,"Small Town","Single","0",1,5,5,4,3,3,2,3,5,4,3,5,4,3,3,4,3,4,3,5,4,4,3,3,3,5,4,4,4,4,4,3,3,3,3,4,3,3,5,4,4,2,3,3,2,1,"yes","yes",4,3.66666666666667,3.65,2.2,"10","(1)",0.92,"0.002","Very High"
"United States",28,"Female","No Kids","deg","full-time",35000,"",0,7,"Village","Single","0",0,4,4,3,3,3,1,3,5,4,3,3,4,3,2,3,4,5,3,4,3,4,2,2,4,4,2,1,3,3,2,2,4,2,2,4,4,4,4,4,4,1,2,1,2,2,"yes","",3.4,3.33333333333333,3.05,1.6,"10","(1)",0.92,"0.002","Very High"
"United States",25,"Female","No Kids","deg","student",10000,"",1,0,"Rural/Country","Single","0",0,4,3,4,2,2,1,3,3,5,3,5,5,4,3,5,3,4,2,3,2,5,1,1,4,1,2,4,4,4,2,5,4,2,3,4,4,2,3,4,3,3,3,4,3,3,"yes","yes",3,3.4,3.1,3.2,"10","(1)",0.92,"0.002","Very High"
"United States",37.5,"Male","No Kids","phd","part-time",35000,"",2,0,"Small Town","Married","0",0,3,2,2,1,1,1,1,2,3,2,2,1,4,2,4,2,2,2,2,2,3,1,3,4,1,2,2,3,3,1,4,3,1,3,3,4,3,3,3,3,3,4,4,4,2,"no","no",1.8,2.13333333333333,2.65,3.4,"10","(1)",0.92,"0.002","Very High"
"United States",55,"Female","Yes Kids","ltuni","part-time",15000,"",8,10,"Large Town","Married","1",1,5,4,4,3,3,2,4,4,5,5,2,5,4,4,5,4,5,4,5,5,5,3,4,4,4,3,5,4,5,4,4,5,3,4,4,5,5,4,5,4,4,4,4,4,2,"yes","yes",3.8,4.2,4.2,3.6,"10","(1)",0.92,"0.002","Very High"
"United States",45,"Female","Yes Kids","ltuni","unemployed",87500,"",0,0,"Small Town","Married","3",0,2,2,1,1,1,5,5,4,5,5,3,4,4,2,4,3,5,5,4,5,5,1,2,2,4,5,4,3,4,1,2,3,5,4,4,4,4,5,5,4,4,4,4,5,4,"yes","no",1.4,4.2,3.55,4.2,"10","(1)",0.92,"0.002","Very High"
"United States",32.5,"Male","No Kids","ltuni","unemployed",NA,"",2,6,"Village","Single","0",0,2,2,2,2,2,2,2,1,4,2,1,4,2,1,2,5,3,5,5,5,4,1,2,1,1,3,3,1,3,2,2,3,2,4,2,4,4,4,4,2,1,1,1,3,1,"yes","yes",2,2.93333333333333,2.6,1.4,"10","(1)",0.92,"0.002","Very High"
"United States",21,"Female","No Kids","high","part-time",10000,"",1,0,"Large Town","Single","0",0,4,3,2,2,2,3,5,5,5,4,5,5,4,5,5,3,5,4,5,5,5,2,3,5,5,3,2,3,3,3,4,3,1,4,5,2,1,4,5,5,2,2,2,1,2,"yes","yes",2.6,4.53333333333333,3.4,1.8,"10","(1)",0.92,"0.002","Very High"
"United States",32.5,"Female","No Kids","deg","full-time",25000,"",6,0,"Medium-Sized","Single","0",0,2,3,3,2,2,2,2,3,2,2,1,3,4,2,2,3,3,3,2,3,4,1,2,4,2,3,2,4,3,1,4,3,3,2,3,4,4,3,2,4,3,3,3,2,2,"yes","yes",2.4,2.46666666666667,2.9,2.6,"10","(1)",0.92,"0.002","Very High"
"United States",37.5,"Male","Yes Kids","deg","full-time",87500,"",4,9,"Small Town","Married","1",2,2,2,1,1,1,2,1,3,3,2,1,4,3,1,3,3,2,3,1,5,3,4,3,3,3,2,3,1,3,4,1,2,2,4,3,5,4,4,3,3,4,4,4,4,4,"yes","yes",1.4,2.46666666666667,3,4,"10","(1)",0.92,"0.002","Very High"
"United States",45,"Female","Yes Kids","dip","full-time",67500,"",6,2,"","Divorced","2",0,3,4,3,2,1,1,1,1,2,2,1,1,2,3,4,2,2,1,1,2,1,4,1,4,3,5,3,3,2,2,3,4,1,3,3,2,1,4,4,3,3,2,3,3,2,"no","no",2.6,1.73333333333333,2.8,2.6,"10","(1)",0.92,"0.002","Very High"
"United States",45,"Female","Yes Kids","deg","full-time",67500,"",5,0,"Village","Divorced","0",2,2,2,2,2,3,2,1,1,2,2,2,2,3,2,2,5,1,3,1,4,3,1,2,3,3,3,3,3,4,1,2,3,3,2,3,3,3,4,2,4,3,4,4,3,2,"yes","no",2.2,2.2,2.75,3.2,"10","(1)",0.92,"0.002","Very High"
"United States",28,"Male","No Kids","dip","full-time",35000,"",0,10,"Village","Single","0",0,3,4,5,4,4,2,2,1,5,5,2,5,4,5,5,3,4,2,4,4,3,1,2,5,4,3,3,5,5,3,5,4,3,1,4,5,5,3,4,3,3,3,1,4,2,"yes","yes",4,3.53333333333333,3.55,2.6,"10","(1)",0.92,"0.002","Very High"
"United States",55,"Male","Yes Kids","ltuni","retired",25000,"",0,0,"Large Town","Divorced","1",0,5,5,3,4,4,5,3,5,5,5,2,5,5,5,5,4,5,5,4,5,4,4,4,4,4,5,5,4,5,5,5,5,5,5,2,5,5,5,5,5,1,3,3,2,1,"yes","yes",4.2,4.53333333333333,4.55,2,"10","(1)",0.92,"0.002","Very High"
"United States",55,"Female","Yes Kids","high","full-time",NA,"",12,0,"Medium-Sized","Married","2",0,3,4,2,2,2,2,5,4,5,2,1,1,2,3,4,3,4,1,3,2,3,1,5,3,4,1,1,2,1,4,4,4,2,3,2,4,2,3,3,2,3,2,2,3,2,"yes","no",2.6,2.8,2.7,2.4,"10","(1)",0.92,"0.002","Very High"
"United States",55,"Male","No Kids","deg","full-time",87500,"",NA,0,"Village","Single","0",0,3,5,2,3,2,1,1,5,3,4,2,5,4,5,5,4,2,4,2,3,3,3,4,5,1,2,5,3,5,3,4,5,5,3,4,4,4,5,5,5,1,1,1,2,1,"yes","yes",3,3.33333333333333,3.9,1.2,"10","(1)",0.92,"0.002","Very High"
"United States",28,"Female","No Kids","deg","full-time",25000,"",1,9,"Small Town","Single","0",0,4,4,4,1,1,2,3,5,5,1,1,5,2,1,4,3,4,3,5,5,4,1,2,5,4,4,4,3,4,5,5,3,4,1,3,5,4,3,4,1,3,4,4,5,5,"yes","yes",2.8,3.26666666666667,3.45,4.2,"10","(1)",0.92,"0.002","Very High"
"United States",45,"Female","Yes Kids","deg","part-time",10000,"",3,6,"Large Town","Married","2",0,4,4,3,1,2,2,1,5,3,2,2,2,3,1,2,5,3,5,1,2,3,5,2,4,4,5,4,3,4,3,4,3,3,3,3,5,4,4,2,3,4,4,4,5,4,"yes","no",2.8,2.6,3.55,4.2,"10","(1)",0.92,"0.002","Very High"
"United States",55,"Female","Yes Kids","ma","full-time",25000,"",2,0,"Rural/Country","Divorced","2",1,4,4,1,1,1,2,1,5,1,4,2,1,4,4,3,5,1,5,1,5,5,1,3,1,1,5,4,5,4,1,2,5,4,5,3,1,1,5,3,5,3,3,4,1,1,"yes","no",2.2,2.93333333333333,3.2,2.4,"10","(1)",0.92,"0.002","Very High"
"United States",22,"Female","No Kids","deg","",15000,"",0,2,"Small Town","Single","0",0,3,4,4,3,2,1,1,4,3,3,3,3,3,1,4,5,4,3,4,3,4,4,3,5,5,3,2,5,3,4,4,4,3,4,3,5,5,4,4,4,2,2,3,3,3,"yes","yes",3.2,3,3.9,2.6,"10","(1)",0.92,"0.002","Very High"
"United States",37.5,"Male","No Kids","ma","full-time",150000,"",6,6,"Small Town","Single","0",0,2,3,3,2,2,2,1,3,4,3,4,4,2,3,2,1,1,3,2,3,3,1,1,3,3,2,2,2,4,2,4,3,2,2,3,3,3,3,4,3,3,3,3,3,1,"yes","yes",2.4,2.53333333333333,2.65,2.6,"10","(1)",0.92,"0.002","Very High"
"United States",19,"Male","No Kids","ltuni","student",10000,"",0,2,"Rural/Country","Single","0",0,3,2,2,1,1,1,1,2,1,2,1,4,2,1,4,2,2,2,2,1,3,2,3,4,1,2,2,2,4,3,3,3,2,3,4,5,2,3,4,4,2,4,3,3,1,"yes","yes",1.8,1.86666666666667,2.95,2.6,"10","(1)",0.92,"0.002","Very High"
"United States",25,"Female","No Kids","deg","full-time",35000,"",2,0,"Village","Single","0",0,3,1,1,1,1,3,2,2,3,1,3,2,2,1,3,2,4,3,3,3,2,1,1,2,2,1,3,1,3,2,3,2,2,1,3,2,2,2,2,2,3,4,4,3,4,"no","no",1.4,2.46666666666667,1.95,3.6,"10","(1)",0.92,"0.002","Very High"
"United States",45,"Male","No Kids","deg","full-time",87500,"",5,0,"Rural/Country","Divorced","0",0,2,2,2,2,2,1,1,2,3,3,3,1,3,5,3,3,2,1,1,1,4,2,1,2,1,1,1,2,1,5,3,5,1,1,2,5,5,1,2,1,3,3,3,3,1,"yes","no",2,2.2,2.3,2.6,"10","(1)",0.92,"0.002","Very High"
"United States",55,"Female","Yes Kids","ma","full-time",55000,"",5,0,"Small Town","Widowed","1",0,3,4,4,2,2,2,2,3,3,4,3,3,4,3,4,5,2,3,2,5,5,2,2,3,2,3,3,4,4,3,2,5,3,4,4,4,3,3,4,4,2,2,2,2,2,"yes","yes",3,3.2,3.35,2,"10","(1)",0.92,"0.002","Very High"
"United States",37.5,"Female","Yes Kids","dip","full-time",15000,"",0,4,"Medium-Sized","Divorced","3",0,3,3,3,3,3,4,4,5,4,4,1,4,4,3,3,3,4,5,4,4,3,1,3,5,1,3,3,4,4,2,4,2,5,4,3,5,4,3,3,4,3,3,4,4,5,"yes","no",3,3.73333333333333,3.3,3.8,"10","(1)",0.92,"0.002","Very High"
"United States",28,"Female","Yes Kids","ltuni","student",10000,"",2,0,"Village","Single","1",2,4,3,3,1,1,1,1,1,1,1,2,1,3,1,1,4,1,2,1,4,2,1,2,3,2,2,3,3,2,1,4,4,2,2,2,4,2,2,2,2,4,4,4,3,3,"yes","no",2.4,1.66666666666667,2.35,3.6,"10","(1)",0.92,"0.002","Very High"
"United States",45,"Female","Yes Kids","ma","",NA,"",0,0,"Medium-Sized","Married","1",1,4,3,3,3,2,3,2,2,4,2,1,3,3,3,5,4,2,4,2,4,4,2,3,5,3,2,3,3,5,4,4,4,5,4,3,5,4,5,3,3,3,3,3,4,2,"yes","no",3,2.93333333333333,3.7,3,"10","(1)",0.92,"0.002","Very High"
"United States",24,"Female","No Kids","dip","full-time",45000,"",2,0,"Medium-Sized","Single","0",0,2,1,2,2,2,1,1,2,3,2,1,2,2,1,3,4,3,2,2,1,3,2,2,4,4,1,3,3,3,2,2,3,3,3,1,4,3,4,3,3,4,5,4,3,2,"no","no",1.8,2,2.8,3.6,"10","(1)",0.92,"0.002","Very High"
"United States",28,"Male","No Kids","ma","full-time",35000,"",0,1,"Village","Single","0",0,4,3,2,2,2,1,2,4,4,1,1,3,4,1,3,4,3,4,2,3,5,3,3,4,5,4,3,2,5,1,3,5,3,2,4,5,5,3,4,4,5,5,5,5,4,"yes","yes",2.6,2.66666666666667,3.65,4.8,"10","(1)",0.92,"0.002","Very High"
"United States",45,"Male","Yes Kids","ma","full-time",45000,"",7,0,"Small Town","Married","0",3,3,3,4,3,3,1,3,5,4,3,3,4,4,3,4,3,4,2,4,3,4,3,3,4,3,3,4,3,4,4,4,4,4,4,3,4,4,4,4,2,4,3,4,3,3,"yes","",3.2,3.33333333333333,3.6,3.4,"10","(1)",0.92,"0.002","Very High"
"United States",45,"Female","Yes Kids","ma","full-time",NA,"",10,0,"Medium-Sized","Married","1",1,1,1,3,1,1,1,1,2,2,1,1,1,2,2,2,2,1,2,2,2,2,1,1,1,1,2,1,1,2,1,5,1,1,3,2,3,1,2,3,1,3,3,4,4,3,"no","no",1.4,1.6,1.75,3.4,"10","(1)",0.92,"0.002","Very High"
"United States",45,"Female","Yes Kids","ltuni","full-time",55000,"",10,0,"Village","Married","0",2,2,3,4,2,2,2,4,3,4,2,5,3,4,1,4,3,5,4,1,5,3,1,3,3,5,3,3,4,5,4,5,3,4,2,3,2,3,3,3,3,5,4,5,5,1,"yes","yes",2.6,3.33333333333333,3.25,4,"10","(1)",0.92,"0.002","Very High"
"United States",55,"Male","Yes Kids","ma","full-time",150000,"",0,0,"Rural/Country","Married","1",1,4,2,4,3,3,1,1,1,1,3,5,4,3,2,3,4,4,5,2,3,4,3,2,1,2,3,5,4,4,2,3,4,5,3,3,4,4,3,4,4,2,3,3,3,1,"yes","no",3.2,2.8,3.35,2.4,"10","(1)",0.92,"0.002","Very High"
"United States",25,"Male","No Kids","deg","full-time",87500,"",1,11,"Small Town","Single","0",0,4,4,4,2,2,2,2,5,4,5,3,4,4,5,3,4,4,2,4,4,5,1,4,4,2,3,5,3,5,4,4,5,4,4,5,5,1,5,2,5,3,4,4,3,4,"yes","yes",3.2,3.66666666666667,3.8,3.6,"10","(1)",0.92,"0.002","Very High"
"United States",55,"Male","Yes Kids","ltuni","full-time",55000,"",2,4,"Large Town","Divorced","1",0,4,4,3,2,3,3,2,5,4,3,3,2,3,3,3,2,3,3,2,4,3,3,3,4,4,4,3,3,3,3,3,4,4,4,4,4,3,3,3,3,2,3,2,2,1,"yes","yes",3.2,3,3.4,2,"10","(1)",0.92,"0.002","Very High"
"United States",28,"Male","No Kids","ma","full-time",250000,"",0,1,"Village","Single","0",0,3,2,2,2,2,1,1,3,4,4,3,2,3,3,4,2,2,5,1,3,3,1,2,2,3,1,3,3,3,5,4,3,5,1,3,5,5,1,3,1,5,5,5,5,5,"yes","no",2.2,2.73333333333333,2.85,5,"10","(1)",0.92,"0.002","Very High"
"United States",45,"Female","Yes Kids","phd","part-time",25000,"",0,0,"Medium-Sized","Separated","4",3,3,2,4,2,2,4,4,5,1,2,2,4,3,2,4,4,5,5,5,4,4,3,3,2,5,4,4,3,4,4,2,4,5,3,4,4,4,3,4,4,4,3,4,4,3,"yes","yes",2.6,3.6,3.65,3.6,"10","(1)",0.92,"0.002","Very High"
"United States",55,"Female","No Kids","deg","full-time",87500,"",10,0,"Small Town","Single","0",0,4,4,4,3,3,1,1,2,3,2,2,3,3,3,3,2,1,3,1,3,4,2,2,4,2,1,3,3,3,1,1,5,3,3,4,3,2,3,4,4,3,3,3,3,2,"yes","yes",3.6,2.2,2.85,2.8,"10","(1)",0.92,"0.002","Very High"
"United States",28,"Female","No Kids","deg","full-time",45000,"",2,0,"Village","Single","0",0,4,4,2,1,1,2,4,3,5,3,4,5,3,3,3,5,5,4,4,2,5,2,3,5,4,3,5,3,3,5,5,4,3,4,4,4,4,4,5,4,2,3,3,2,4,"yes","yes",2.4,3.66666666666667,3.95,2.8,"10","(1)",0.92,"0.002","Very High"
"United States",55,"Male","Yes Kids","ma","full-time",55000,"",0,0,"Village","Married","1",1,4,4,4,2,2,2,1,5,4,1,3,4,4,2,2,2,2,2,3,3,4,1,2,2,4,2,4,4,4,3,3,4,4,2,4,4,4,5,4,5,4,4,4,4,2,"yes","yes",3.2,2.66666666666667,3.45,3.6,"10","(1)",0.92,"0.002","Very High"
"United States",25,"Female","Yes Kids","ma","unemployed",10000,"",1,2,"Village","Married","1",0,2,4,3,4,4,1,2,3,3,3,1,2,4,2,3,3,2,4,2,3,4,5,4,4,3,4,4,3,5,4,4,4,2,4,4,4,5,4,4,4,3,3,3,4,2,"yes","no",3.4,2.53333333333333,3.95,3,"10","(1)",0.92,"0.002","Very High"
"United States",28,"Female","No Kids","deg","part-time",10000,"",0,3,"Small Town","Single","0",0,5,5,5,5,5,2,2,3,4,3,5,5,5,5,5,3,5,5,3,5,5,5,1,5,3,2,5,5,5,1,5,5,2,2,4,1,3,4,5,5,1,2,2,1,1,"yes","yes",5,4,3.65,1.4,"10","(1)",0.92,"0.002","Very High"
"United States",32.5,"Female","No Kids","deg","full-time",35000,"",0,5,"Rural/Country","Single","0",0,2,2,2,2,2,2,2,2,2,3,1,4,3,2,3,4,2,4,2,4,4,2,2,2,4,2,4,2,4,2,3,4,3,3,4,4,4,2,4,4,4,4,4,4,4,"yes","yes",2,2.66666666666667,3.15,4,"10","(1)",0.92,"0.002","Very High"
"United States",37.5,"Female","No Kids","ma","full-time",67500,"",2,0,"Small Town","Single","0",0,2,1,1,1,1,1,1,4,3,2,1,2,4,3,3,2,2,2,1,1,3,1,2,3,2,2,3,2,3,3,3,3,1,2,3,3,2,3,1,2,3,3,4,4,4,"yes","no",1.2,2.13333333333333,2.35,3.6,"10","(1)",0.92,"0.002","Very High"
"United States",20,"Female","No Kids","ltuni","student",NA,"",0,0,"Small Town","Single","0",0,3,3,2,2,2,2,2,3,3,2,3,3,5,2,4,4,2,3,2,3,4,2,3,4,4,3,4,4,4,2,4,4,2,2,4,4,3,4,3,4,3,4,3,4,2,"yes","yes",2.4,2.86666666666667,3.4,3.2,"10","(1)",0.92,"0.002","Very High"
"United States",45,"Female","Yes Kids","ma","full-time",45000,"",10,0,"Large Town","Married","3",0,4,3,2,3,3,1,2,2,4,3,4,4,2,3,4,3,4,2,4,3,3,2,3,5,3,2,4,3,4,3,3,3,2,3,3,4,4,4,4,4,3,3,3,3,3,"yes","yes",3,3,3.3,3,"10","(1)",0.92,"0.002","Very High"
"United States",28,"Female","No Kids","deg","student",NA,"",1,0,"Rural/Country","Married","0",0,5,5,5,4,4,1,2,2,4,4,4,4,3,3,4,2,4,3,4,5,4,2,2,3,1,3,4,3,4,5,5,5,4,4,4,3,3,3,5,4,3,4,4,4,3,"yes","yes",4.6,3.26666666666667,3.55,3.6,"10","(1)",0.92,"0.002","Very High"
"United States",22,"Female","No Kids","deg","part-time",15000,"",0,3,"Large Town","Single","0",0,3,3,3,3,3,2,1,5,1,5,1,2,2,1,3,5,1,4,2,2,2,1,3,1,5,3,3,4,2,1,2,3,3,4,2,5,4,4,2,5,2,2,2,2,2,"no","no",3,2.46666666666667,2.95,2,"10","(1)",0.92,"0.002","Very High"
"United States",55,"Male","Yes Kids","deg","full-time",150000,"",NA,0,"Village","Separated","1",0,5,5,5,4,4,1,2,5,5,5,5,5,5,1,1,3,4,3,3,5,5,3,5,5,4,3,5,4,4,5,4,4,2,3,5,5,4,5,5,5,4,4,4,4,4,"yes","yes",4.6,3.53333333333333,4.25,4,"10","(1)",0.92,"0.002","Very High"
